                 DateTime ,             SA1 ,            QLD1 ,            VIC1 ,            TAS1 ,            NSW1 
      2018/11/27 14:00:00 ,       92.410000 ,       91.300000 ,       90.180000 ,       87.640000 ,       86.390000 
      2018/11/27 14:30:00 ,      124.240000 ,       71.020000 ,       75.910000 ,       78.460000 ,       75.440000 
      2018/11/27 15:00:00 ,       80.280000 ,       83.530000 ,      132.410000 ,       78.510000 ,       76.180000 
      2018/11/27 15:30:00 ,       74.420000 ,       81.010000 ,       80.720000 ,       82.730000 ,       78.700000 
      2018/11/27 16:00:00 ,       85.640000 ,       89.130000 ,       82.300000 ,       87.480000 ,       75.990000 
      2018/11/27 16:30:00 ,      114.250000 ,       94.210000 ,      111.870000 ,      193.810000 ,      140.720000 
      2018/11/27 17:00:00 ,       79.330000 ,      111.500000 ,       96.170000 ,       98.720000 ,       69.730000 
      2018/11/27 17:30:00 ,       88.790000 ,       63.820000 ,      106.580000 ,      174.180000 ,      104.520000 
      2018/11/27 18:00:00 ,      105.550000 ,       90.930000 ,      102.920000 ,      132.330000 ,       68.460000 
      2018/11/27 18:30:00 ,       99.220000 ,       64.810000 ,      103.590000 ,      101.600000 ,       87.070000 
      2018/11/27 19:00:00 ,       64.930000 ,      102.140000 ,      116.480000 ,      123.460000 ,      115.160000 
      2018/11/27 19:30:00 ,      112.850000 ,      118.970000 ,      114.880000 ,      101.570000 ,       75.580000 
      2018/11/27 20:00:00 ,       90.510000 ,      131.130000 ,      119.030000 ,      126.070000 ,      130.840000 
      2018/11/27 20:30:00 ,      107.190000 ,      105.390000 ,      109.500000 ,      114.310000 ,      116.160000 
      2018/11/27 21:00:00 ,       88.010000 ,       80.200000 ,       91.690000 ,       84.220000 ,       81.030000 
      2018/11/27 21:30:00 ,       80.430000 ,       86.010000 ,       87.680000 ,       91.170000 ,       81.740000 
      2018/11/27 22:00:00 ,       99.600000 ,      103.500000 ,       81.210000 ,       93.540000 ,       78.520000 
      2018/11/27 22:30:00 ,      108.530000 ,      112.910000 ,      112.910000 ,      116.900000 ,      107.830000 
      2018/11/27 23:00:00 ,       87.570000 ,       85.440000 ,       82.500000 ,       83.780000 ,       88.160000 
      2018/11/27 23:30:00 ,       70.970000 ,       86.490000 ,       87.910000 ,       81.030000 ,       73.510000 
      2018/11/28 00:00:00 ,       68.840000 ,      124.670000 ,       68.500000 ,      124.400000 ,      118.090000 
      2018/11/28 00:30:00 ,       68.020000 ,       69.860000 ,       64.930000 ,       63.810000 ,       63.500000 
      2018/11/28 01:00:00 ,       55.500000 ,       53.750000 ,       53.900000 ,       56.290000 ,       56.820000 
      2018/11/28 01:30:00 ,       61.670000 ,       63.370000 ,       58.730000 ,       60.500000 ,       59.660000 
      2018/11/28 02:00:00 ,       61.170000 ,       55.940000 ,       56.290000 ,       58.480000 ,       57.840000 
      2018/11/28 02:30:00 ,       63.980000 ,       63.910000 ,       65.930000 ,       63.900000 ,       62.610000 
      2018/11/28 03:00:00 ,       57.440000 ,       57.920000 ,       58.420000 ,       58.530000 ,       57.290000 
      2018/11/28 03:30:00 ,       58.040000 ,       59.580000 ,       60.250000 ,       60.670000 ,       59.480000 
      2018/11/28 04:00:00 ,       67.500000 ,       65.770000 ,       66.510000 ,       62.860000 ,       65.640000 
      2018/11/28 04:30:00 ,       66.620000 ,       64.450000 ,       64.300000 ,       63.330000 ,       62.490000 
      2018/11/28 05:00:00 ,       62.630000 ,       60.160000 ,       64.960000 ,       63.830000 ,       57.440000 
      2018/11/28 05:30:00 ,       88.660000 ,       92.810000 ,       63.830000 ,       66.880000 ,       90.030000 
      2018/11/28 06:00:00 ,       86.720000 ,       81.850000 ,      136.300000 ,      152.250000 ,      128.820000 
      2018/11/28 06:30:00 ,      150.880000 ,      143.300000 ,      148.510000 ,      132.530000 ,      127.660000 
      2018/11/28 07:00:00 ,      133.720000 ,      112.090000 ,      127.830000 ,      118.250000 ,      134.460000 
      2018/11/28 07:30:00 ,      108.190000 ,      117.320000 ,      113.560000 ,      104.750000 ,      108.920000 
      2018/11/28 08:00:00 ,      108.190000 ,      115.560000 ,      116.990000 ,      104.500000 ,      114.200000 
      2018/11/28 08:30:00 ,      113.810000 ,      110.240000 ,      119.330000 ,      119.930000 ,      153.730000 
      2018/11/28 09:00:00 ,      112.350000 ,      119.970000 ,       67.210000 ,      115.430000 ,      114.580000 
      2018/11/28 09:30:00 ,       65.620000 ,      107.490000 ,      104.070000 ,      104.610000 ,      109.110000 
      2018/11/28 10:00:00 ,       95.020000 ,      103.130000 ,      102.860000 ,       97.950000 ,       98.420000 
      2018/11/28 10:30:00 ,       98.400000 ,       96.920000 ,       93.750000 ,       96.560000 ,       89.890000 
      2018/11/28 11:00:00 ,       86.290000 ,      108.070000 ,       99.040000 ,       94.250000 ,       97.940000 
      2018/11/28 11:30:00 ,       75.930000 ,       75.160000 ,       73.860000 ,      110.340000 ,       75.020000 
      2018/11/28 12:00:00 ,       55.000000 ,       65.840000 ,       66.250000 ,       62.430000 ,      120.380000 
      2018/11/28 12:30:00 ,       54.090000 ,      229.590000 ,       59.900000 ,       14.880000 ,       60.220000 
      2018/11/28 13:00:00 ,       55.870000 ,       50.270000 ,       56.750000 ,       31.020000 ,       94.530000 
      2018/11/28 13:30:00 ,       61.680000 ,       55.090000 ,       68.700000 ,       56.980000 ,       62.140000 
      2018/11/28 14:00:00 ,       58.880000 ,       57.700000 ,       71.250000 ,       49.990000 ,       50.540000 
      2018/11/28 14:30:00 ,       75.600000 ,       55.800000 ,       49.880000 ,       58.220000 ,       47.690000 
      2018/11/28 15:00:00 ,       61.910000 ,       52.550000 ,       51.920000 ,       64.710000 ,       85.100000 
      2018/11/28 15:30:00 ,       78.530000 ,       59.870000 ,       76.950000 ,       65.350000 ,       99.150000 
      2018/11/28 16:00:00 ,      113.780000 ,       92.820000 ,       52.290000 ,       79.060000 ,       93.450000 
      2018/11/28 16:30:00 ,      101.650000 ,      101.500000 ,      140.400000 ,       43.950000 ,       86.630000 
      2018/11/28 17:00:00 ,      153.020000 ,      154.810000 ,      129.550000 ,      160.500000 ,       81.660000 
      2018/11/28 17:30:00 ,       93.550000 ,      133.710000 ,      107.620000 ,      115.250000 ,      109.660000 
      2018/11/28 18:00:00 ,      100.040000 ,       98.170000 ,       86.850000 ,      116.140000 ,      101.490000 
      2018/11/28 18:30:00 ,      228.090000 ,      136.790000 ,      140.790000 ,      140.860000 ,      124.990000 
      2018/11/28 19:00:00 ,      112.440000 ,      105.510000 ,      146.380000 ,      104.460000 ,      111.770000 
      2018/11/28 19:30:00 ,      147.090000 ,      138.690000 ,      132.410000 ,      137.450000 ,      129.720000 
      2018/11/28 20:00:00 ,      115.310000 ,      112.730000 ,      115.370000 ,      109.210000 ,      109.730000 
      2018/11/28 20:30:00 ,      160.250000 ,      176.050000 ,      171.210000 ,      170.790000 ,      162.880000 
      2018/11/28 21:00:00 ,      103.400000 ,      104.460000 ,      100.810000 ,      107.070000 ,       97.930000 
      2018/11/28 21:30:00 ,      107.520000 ,      112.110000 ,      104.930000 ,      109.150000 ,      111.970000 
      2018/11/28 22:00:00 ,      106.510000 ,       99.430000 ,      105.630000 ,      103.640000 ,      126.320000 
      2018/11/28 22:30:00 ,      110.990000 ,      115.080000 ,      117.440000 ,      125.600000 ,      112.100000 
      2018/11/28 23:00:00 ,       96.990000 ,       95.010000 ,       99.950000 ,       99.550000 ,      102.970000 
      2018/11/28 23:30:00 ,      111.530000 ,      155.080000 ,      163.640000 ,      111.880000 ,      161.350000 
      2018/11/29 00:00:00 ,      241.910000 ,      255.480000 ,      113.890000 ,      258.050000 ,      119.250000 
      2018/11/29 00:30:00 ,      147.860000 ,      161.710000 ,      156.400000 ,      123.930000 ,      129.930000 
      2018/11/29 01:00:00 ,      114.630000 ,      129.420000 ,      110.350000 ,      117.200000 ,      123.650000 
      2018/11/29 01:30:00 ,      102.210000 ,      110.210000 ,      107.740000 ,      116.270000 ,      123.560000 
      2018/11/29 02:00:00 ,       99.660000 ,      109.650000 ,      102.570000 ,      104.500000 ,      119.350000 
      2018/11/29 02:30:00 ,      121.680000 ,      118.180000 ,      111.050000 ,      130.570000 ,      114.660000 
      2018/11/29 03:00:00 ,      119.460000 ,      123.390000 ,      135.550000 ,      115.860000 ,      125.810000 
      2018/11/29 03:30:00 ,      111.100000 ,      106.350000 ,      117.110000 ,      129.820000 ,      126.840000 
      2018/11/29 04:00:00 ,      138.620000 ,       93.840000 ,      106.930000 ,      116.190000 ,      101.310000 
      2018/11/29 04:30:00 ,      122.300000 ,      113.140000 ,      129.320000 ,      122.380000 ,      138.240000 
      2018/11/29 05:00:00 ,       96.560000 ,      110.640000 ,      120.110000 ,      102.910000 ,      104.770000 
      2018/11/29 05:30:00 ,      120.300000 ,      123.930000 ,       91.080000 ,      110.390000 ,      136.430000 
      2018/11/29 06:00:00 ,       71.890000 ,      186.740000 ,      178.540000 ,      161.280000 ,      193.120000 
      2018/11/29 06:30:00 ,      121.390000 ,       71.380000 ,      137.570000 ,      131.730000 ,      138.480000 
      2018/11/29 07:00:00 ,      127.570000 ,       75.010000 ,      110.760000 ,      118.230000 ,      126.140000 
      2018/11/29 07:30:00 ,       75.310000 ,       88.390000 ,       84.550000 ,       95.830000 ,       97.930000 
      2018/11/29 08:00:00 ,       90.110000 ,       98.760000 ,       98.660000 ,       84.620000 ,       91.760000 
      2018/11/29 08:30:00 ,       86.190000 ,      111.600000 ,      105.500000 ,      112.400000 ,       95.970000 
      2018/11/29 09:00:00 ,      114.250000 ,      108.040000 ,      114.570000 ,       93.930000 ,       85.080000 
      2018/11/29 09:30:00 ,       85.290000 ,      115.800000 ,      114.400000 ,       94.930000 ,      109.560000 
      2018/11/29 10:00:00 ,      144.430000 ,      119.740000 ,      129.830000 ,      138.240000 ,      145.440000 
      2018/11/29 10:30:00 ,       91.680000 ,      104.720000 ,      111.950000 ,      109.720000 ,       99.240000 
      2018/11/29 11:00:00 ,      106.600000 ,      111.430000 ,       99.900000 ,      110.810000 ,       93.290000 
      2018/11/29 11:30:00 ,       97.400000 ,      111.880000 ,      102.380000 ,      108.590000 ,      113.400000 
      2018/11/29 12:00:00 ,       99.590000 ,      113.120000 ,      106.820000 ,      103.820000 ,      109.540000 
      2018/11/29 12:30:00 ,       99.620000 ,       97.760000 ,      102.610000 ,       94.510000 ,       91.920000 
      2018/11/29 13:00:00 ,       92.980000 ,       89.970000 ,       97.590000 ,       94.160000 ,       91.400000 
      2018/11/29 13:30:00 ,       91.830000 ,       90.680000 ,       95.450000 ,       90.980000 ,       89.710000 
      2018/11/29 14:00:00 ,       95.000000 ,       90.400000 ,       91.900000 ,       93.620000 ,       91.060000 
      2018/11/29 14:30:00 ,       86.280000 ,       88.860000 ,       92.590000 ,       90.440000 ,       86.590000 
      2018/11/29 15:00:00 ,       95.760000 ,       88.050000 ,       88.680000 ,       91.610000 ,       93.220000 
      2018/11/29 15:30:00 ,       94.610000 ,       97.520000 ,       92.400000 ,       98.560000 ,       91.830000 
      2018/11/29 16:00:00 ,       99.180000 ,       95.090000 ,      102.250000 ,       94.690000 ,      103.390000 
      2018/11/29 16:30:00 ,       96.390000 ,       93.670000 ,      100.050000 ,      100.080000 ,       73.980000 
      2018/11/29 17:00:00 ,      104.800000 ,      110.120000 ,      103.550000 ,       76.490000 ,      107.930000 
      2018/11/29 17:30:00 ,       93.500000 ,       93.890000 ,       90.020000 ,       79.600000 ,       89.990000 
      2018/11/29 18:00:00 ,      102.050000 ,      106.490000 ,      104.060000 ,      106.700000 ,       78.240000 
      2018/11/29 18:30:00 ,      115.570000 ,      118.100000 ,       85.520000 ,      111.700000 ,      117.240000 
      2018/11/29 19:00:00 ,      128.940000 ,      150.180000 ,      142.560000 ,      148.720000 ,      146.410000 
      2018/11/29 19:30:00 ,      138.480000 ,      141.020000 ,      135.470000 ,      139.250000 ,      130.180000 
      2018/11/29 20:00:00 ,      114.350000 ,      117.420000 ,      113.140000 ,      119.560000 ,      110.640000 
      2018/11/29 20:30:00 ,      112.200000 ,      108.380000 ,      111.880000 ,      107.180000 ,      103.380000 
      2018/11/29 21:00:00 ,       96.060000 ,       99.860000 ,      101.660000 ,       92.790000 ,       97.870000 
      2018/11/29 21:30:00 ,       92.200000 ,       90.740000 ,       92.860000 ,       97.000000 ,       99.220000 
      2018/11/29 22:00:00 ,       91.000000 ,       87.180000 ,       86.500000 ,       87.250000 ,       93.550000 
      2018/11/29 22:30:00 ,      100.660000 ,      102.840000 ,      105.020000 ,      101.680000 ,      108.390000 
      2018/11/29 23:00:00 ,       93.680000 ,      100.310000 ,       97.670000 ,       96.330000 ,       94.340000 
      2018/11/29 23:30:00 ,       87.820000 ,       94.260000 ,      101.300000 ,      104.170000 ,       97.470000 
      2018/11/30 00:00:00 ,      106.010000 ,      118.000000 ,      134.420000 ,      139.630000 ,      145.860000 
      2018/11/30 00:30:00 ,      118.920000 ,      111.490000 ,      184.350000 ,       91.390000 ,       83.460000 
      2018/11/30 01:00:00 ,      108.510000 ,       91.980000 ,      102.000000 ,      115.580000 ,      147.500000 
      2018/11/30 01:30:00 ,       91.980000 ,       83.460000 ,      102.220000 ,       69.570000 ,       97.810000 
      2018/11/30 02:00:00 ,      101.400000 ,       67.960000 ,      105.560000 ,       95.930000 ,       85.630000 
      2018/11/30 02:30:00 ,       98.900000 ,       76.980000 ,      103.970000 ,       84.700000 ,       94.120000 
      2018/11/30 03:00:00 ,       97.930000 ,      102.920000 ,       83.720000 ,       93.270000 ,       76.990000 
      2018/11/30 03:30:00 ,       99.160000 ,       79.480000 ,       94.010000 ,      104.680000 ,       84.170000 
      2018/11/30 04:00:00 ,       84.530000 ,      167.440000 ,       95.230000 ,      149.840000 ,      177.200000 
      2018/11/30 04:30:00 ,       84.450000 ,      126.290000 ,       94.750000 ,      119.850000 ,      141.740000 
